commit_hash,category,topic,title,files_changed,pr_link,author,accepter_1,accepter_2,accepter_3,merge_into
c58198184b8,dynamo,not user facing,[dynamo][dicts] Insert LENTGH guard on an if condition on dict (#145432),test/dynamo/test_dicts.py torch/_dynamo/symbolic_convert.py,https://github.com/pytorch/pytorch/pull/145432,anijain2305,jansel,williamwen42,,
f56c638849c,skip,not user facing,[c10/metal] Add a vectype variant for `short`/`int`/`long` (#145430),c10/metal/utils.h,https://github.com/pytorch/pytorch/pull/145430,dcci,jansel,malfet,,
28c251dd0b1,skip,not user facing,[BE] Remove test_modules from FIXME_inductor_dont_reset_dynamo (#145306),test/inductor_expected_failures/.gitkeep test/inductor_skips/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float32 test/inductor_skips/TestModuleCPU.test_non_contiguous_tensors_nn_KLDivLoss_cpu_float64 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Bilinear_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv1d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv2d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Conv3d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Embedding_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_GRUCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_GroupNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_LSTMCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_LayerNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_Linear_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_PReLU_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_RMSNorm_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCPU.test_to_nn_RNNCell_swap_True_set_grad_True_cpu_float32 test/inductor_skips/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float32 test/inductor_skips/TestModuleCUDA.test_cpu_gpu_parity_nn_CTCLoss_cuda_float64 test/inductor_skips/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float32 test/inductor_skips/TestModuleCUDA.test_non_contiguous_tensors_nn_KLDivLoss_cuda_float64 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm1d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm1d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm2d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm2d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm3d_eval_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_BatchNorm3d_train_mode_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Bilinear_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv1d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv2d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Conv3d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose1d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose2d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_ConvTranspose3d_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Embedding_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_GRUCell_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_GroupNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_LSTMCell_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_LayerNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_Linear_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_PReLU_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_RMSNorm_swap_True_set_grad_True_cuda_float32 test/inductor_skips/TestModuleCUDA.test_to_nn_RNNCell_swap_True_set_grad_True_cuda_float32 torch/testing/_internal/common_utils.py torch/testing/_internal/dynamo_test_failures.py,https://github.com/pytorch/pytorch/pull/145306,masnesral,zou3519,,,
f52901a0a71,onnx,improvements,[ONNX] Remove LegacyDynamoStrategy (#145442),torch/onnx/_internal/exporter/_capture_strategies.py,https://github.com/pytorch/pytorch/pull/145442,justinchuby,titaiwangms,,,
d3f196909dd,inductor,not user facing,[inductor] let inplace-padding support cpp-wrapper (#145325),test/inductor/test_inplace_padding.py torch/_inductor/codegen/cpp_wrapper_cpu.py torch/_inductor/codegen/wrapper.py torch/_inductor/compile_fx.py torch/_inductor/select_algorithm.py torch/csrc/inductor/aoti_torch/c/shim.h torch/csrc/inductor/aoti_torch/shim_common.cpp,https://github.com/pytorch/pytorch/pull/145325,shunting314,desertfire,jansel,,
638903aeeea,skip,not user facing,Adapt Dynamo tests to HPUs using instantiate_device_type_tests (#144387),test/dynamo/test_debug_utils.py test/dynamo/test_repros.py test/dynamo/test_unspec.py,https://github.com/pytorch/pytorch/pull/144387,amathewc,EikanWang,ankurneog,guangyey,
b6941d4e42a,inductor,not user facing,[inductor] fix autotuning memory usage (#145410),test/inductor/test_inplace_padding.py test/inductor/test_triton_heuristics.py torch/_inductor/runtime/triton_heuristics.py torch/testing/_internal/inductor_utils.py,https://github.com/pytorch/pytorch/pull/145410,shunting314,jansel,masnesral,,
29f52e3972d,quantization,Untopiced,[2/N] Remove unnecessary once flag usage (#145057),aten/src/ATen/native/NNPACK.cpp aten/src/ATen/native/quantized/cpu/init_qnnpack.cpp torch/csrc/autograd/engine.cpp torch/csrc/cuda/Module.cpp torch/csrc/cuda/memory_snapshot.cpp torch/csrc/distributed/c10d/NCCLUtils.cpp torch/csrc/distributed/c10d/ProcessGroupMPI.cpp torch/csrc/distributed/c10d/ProcessGroupMPI.hpp torch/csrc/mps/Module.cpp torch/csrc/mtia/Module.cpp torch/csrc/xpu/Module.cpp,https://github.com/pytorch/pytorch/pull/145057,cyyever,albanD,,,
629840e038e,dataloader_frontend,not user facing,Backout PEP585 use of Iterable (#145438),torch/utils/data/dataset.py,https://github.com/pytorch/pytorch/pull/145438,aorenste,izaitsevfb,,,
0802e783154,releng,not user facing,[CD] Disable Kineto for XPU Windows CD (#145255),.circleci/scripts/binary_windows_build.sh,https://github.com/pytorch/pytorch/pull/145255,chuanqi129,atalman,xuhancn,,
768ad0886ff,skip,Untopiced,"Revert ""Binary upload checksum (#144887)""",.circleci/scripts/binary_upload.sh,,,,,,
bf4f8919df8,skip,not user facing,Fix test_modules_can_be_imported (#145387),test/test_public_bindings.py,https://github.com/pytorch/pytorch/pull/145387,H-Huang,albanD,,,
c6707734def,inductor,not user facing,Enable non power of 2 head_dim for FlexAttention (#133495),test/inductor/test_flex_attention.py test/inductor/test_flex_decoding.py torch/_inductor/kernel/flex_attention.py torch/_inductor/kernel/flex_decoding.py torch/nn/attention/flex_attention.py,https://github.com/pytorch/pytorch/pull/133495,drisspg,Chillee,,,
3a8d3785f7a,skip,not user facing,[ca][bug_fix] Fix ref counting of objects in the set_autograd_compiler function. (#145482),torch/csrc/dynamo/python_compiled_autograd.cpp,https://github.com/pytorch/pytorch/pull/145482,BartlomiejStemborowski,albanD,jansel,,
045698653a6,skip,not user facing,[BE] Remove test_ops_gradients from FIXME_inductor_dont_reset_dynamo (#145308),test/inductor_skips/TestBwdGradientsCPU.test_fn_grad_linalg_det_singular_cpu_float64 torch/testing/_internal/dynamo_test_failures.py,https://github.com/pytorch/pytorch/pull/145308,masnesral,zou3519,,,
a86fa779ce3,fx,not user facing,[BE] Fix edge case in translation validation bisector (#145414),test/dynamo_expected_failures/ExcTests.test_trigger_bisect_on_error torch/fx/experimental/validator.py,https://github.com/pytorch/pytorch/pull/145414,StrongerXi,ysiraichi,zou3519,,
b0f35971335,mps,improvements,Add fused rms_norm implementation for MPS backend (#145301),aten/src/ATen/native/layer_norm.cpp aten/src/ATen/native/mps/kernels/RMSNorm.metal aten/src/ATen/native/mps/operations/RMSNorm.h aten/src/ATen/native/mps/operations/RMSNorm.mm,https://github.com/pytorch/pytorch/pull/145301,manuelcandales,malfet,,,
3c247ee8c4d,skip,not user facing,[hop][be] add utils for more comprehensive input alias and mutation (#145298),test/functorch/test_control_flow.py torch/_higher_order_ops/cond.py torch/_higher_order_ops/flex_attention.py torch/_higher_order_ops/hints_wrap.py torch/_higher_order_ops/scan.py torch/_higher_order_ops/utils.py torch/_higher_order_ops/while_loop.py,https://github.com/pytorch/pytorch/pull/145298,ydwu4,zou3519,,,
bdc2c2a2375,skip,not user facing,[be] fix flaky test aot_export_ cond caused by free symbol lifting and automatic dynamic shape (#145330),test/functorch/test_aotdispatch.py,https://github.com/pytorch/pytorch/pull/145330,ydwu4,zou3519,,,
9a5bc7b6ddc,inductor,not user facing,[BE] Type annotate metrics.py (#145418),torch/_inductor/choices.py torch/_inductor/metrics.py torch/_inductor/scheduler.py,https://github.com/pytorch/pytorch/pull/145418,BoyuanFeng,Skylion007,,,
015c6d6fdb5,dynamo,not user facing,[dynamo][guards] Turn on profiling of guard manager (#145420),torch/_C/_dynamo/guards.pyi torch/_dynamo/guards.py torch/csrc/dynamo/guards.cpp,https://github.com/pytorch/pytorch/pull/145420,anijain2305,ezyang,,,
629fb1590c6,inductor,not user facing,[BE] Type annotate pad_mm.py (#145409),torch/_inductor/fx_passes/pad_mm.py,https://github.com/pytorch/pytorch/pull/145409,BoyuanFeng,Skylion007,,,
34b8d8b0c0a,releng,not user facing,update compile time benchmarks to dump compile times to stdout and csv (#145447),.ci/pytorch/test.sh benchmarks/dynamo/common.py,https://github.com/pytorch/pytorch/pull/145447,xmfan,ezyang,,,
41b38f755c4,linalg_frontend,Untopiced,"Revert ""Reverting the PR adding Kleidiai-based int4 kernels (#145392)"" (#145505)",.gitmodules BUILD.bazel CMakeLists.txt WORKSPACE aten/src/ATen/CMakeLists.txt aten/src/ATen/Config.h.in aten/src/ATen/Context.cpp aten/src/ATen/Context.h aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/cpu/int4mm_kernel.cpp aten/src/ATen/native/cpu/int_mm_kernel.h aten/src/ATen/native/kleidiai/kai_kernels.cpp aten/src/ATen/native/kleidiai/kai_kernels.h aten/src/ATen/native/kleidiai/kai_pack.h aten/src/ATen/native/kleidiai/kai_ukernel_interface.cpp aten/src/ATen/native/kleidiai/kai_ukernel_interface.h aten/src/ATen/native/native_functions.yaml buckbuild.bzl cmake/Dependencies.cmake cmake/Summary.cmake cmake/TorchConfig.cmake.in docs/source/backends.rst setup.py test/expect/HasDecompTest.test_has_decomposition.expect test/inductor/test_torchinductor.py test/test_linalg.py third_party/kleidiai torch/_C/__init__.pyi.in torch/_dynamo/trace_rules.py torch/_inductor/quantized_lowerings.py torch/_meta_registrations.py torch/backends/__init__.py torch/backends/kleidiai/__init__.py torch/csrc/Module.cpp torch/csrc/inductor/aoti_torch/generated/c_shim_cpu.h torch/testing/_internal/common_quantization.py torchgen/aoti/fallback_ops.py,https://github.com/pytorch/pytorch/pull/145505,nikhil-arm,malfet,,,
2f317bbdbc4,mps,Untopiced,Missing autorelease in lstm_mps caused a ton of leaked memory (#145503),aten/src/ATen/native/mps/operations/RnnOps.mm,https://github.com/pytorch/pytorch/pull/145503,jhavukainen,Skylion007,malfet,,
6d4f5f76883,releng,not user facing,[Utilization][Usage Log] Add data model for record (#145114),.ci/docker/requirements-ci.txt .github/workflows/_linux-test.yml .lintrunner.toml tools/stats/monitor.py tools/stats/utilization_stats_lib.py,https://github.com/pytorch/pytorch/pull/145114,yangw-dev,huydhn,,,
5b37249259a,skip,Untopiced,Enable fp16 linear layers in PyTorch via ACL (#144992),aten/src/ATen/native/LinearAlgebra.cpp aten/src/ATen/native/mkldnn/Matmul.cpp aten/src/ATen/native/mkldnn/Utils.h test/inductor/test_mkldnn_pattern_matcher.py,https://github.com/pytorch/pytorch/pull/144992,renato-arantes,,,,
991a4b59254,dynamo,not user facing,[dynamo] Add `--profile-details` and `--export-perfdoctor` option (#144751),benchmarks/dynamo/common.py,https://github.com/pytorch/pytorch/pull/144751,xuzhao9,drisspg,,,
66bf7da446f,inductor,Untopiced,Enable sleef for Win Arm64 (#144876),aten/src/ATen/CMakeLists.txt caffe2/CMakeLists.txt torch/_inductor/cpp_builder.py torch/utils/cpp_extension.py,https://github.com/pytorch/pytorch/pull/144876,iremyux,albanD,malfet,,
527101fa952,releng,Untopiced,Move Windows arm64 scripts from pytorch/builder (#144317),.ci/pytorch/test_example_code/cnn_smoke_win_arm64.py .ci/pytorch/test_example_code/rnn_smoke_win_arm64.py .ci/pytorch/windows/arm64/bootstrap_apl.bat .ci/pytorch/windows/arm64/bootstrap_buildtools.bat .ci/pytorch/windows/arm64/bootstrap_git.bat .ci/pytorch/windows/arm64/bootstrap_libuv.bat .ci/pytorch/windows/arm64/bootstrap_openblas.bat .ci/pytorch/windows/arm64/bootstrap_python.bat .ci/pytorch/windows/arm64/bootstrap_rust.bat .ci/pytorch/windows/arm64/bootstrap_sccache.bat .ci/pytorch/windows/arm64/bootstrap_tests.bat .ci/pytorch/windows/arm64/build_libtorch.bat .ci/pytorch/windows/arm64/build_pytorch.bat .ci/pytorch/windows/arm64/smoke_test.bat,https://github.com/pytorch/pytorch/pull/144317,iremyux,Skylion007,seemethere,,
ce4a097bf76,skip,Untopiced,"Revert ""Added swizzle searching, disabled fp16 accum, and enabled ping-pong for cutlass (#144829)""",torch/_inductor/codegen/cuda/cutlass_utils.py torch/_inductor/codegen/cuda/gemm_template.py torch/_inductor/config.py,,,,,,
d53f2067fec,export,Untopiced,"[BE][export] add ""+export"" logging to de/serialization (#145283)",torch/_export/serde/serialize.py torch/_logging/_registrations.py,https://github.com/pytorch/pytorch/pull/145283,pianpwk,angelayi,ydwu4,,
d7b6746470b,skip,Untopiced,"Revert ""Fix deprecated pytorch_sphinx_theme editable installation (#145347)""",.ci/docker/requirements-docs.txt docs/requirements.txt,,,,,,
5ebca3015d2,skip,Untopiced,[BE]: Simplify set add with set update (#145152),torch/_functorch/partitioners.py torch/export/_trace.py,https://github.com/pytorch/pytorch/pull/145152,Skylion007,XuehaiPan,albanD,,
99367ecbedb,export,Untopiced,[draft export] count how many times a data-dep error shows up (#145030),torch/export/_draft_export.py,https://github.com/pytorch/pytorch/pull/145030,pianpwk,angelayi,,,
6a44a615144,releng,not user facing,[BE] Bump TIMM pin (#145320),.ci/docker/ci_commit_pins/timm.txt benchmarks/dynamo/ci_expected_accuracy/aot_eager_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/aot_eager_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/aot_inductor_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/cpu_aot_inductor_freezing_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/cpu_inductor_amp_freezing_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/cpu_inductor_freezing_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/cpu_inductor_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_aot_eager_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_aot_eager_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_cpu_inductor_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamic_inductor_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/dynamo_eager_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/dynamo_eager_timm_training.csv benchmarks/dynamo/ci_expected_accuracy/inductor_timm_inference.csv benchmarks/dynamo/ci_expected_accuracy/inductor_timm_training.csv,https://github.com/pytorch/pytorch/pull/145320,desertfire,Skylion007,,,
881eb86692a,distributed,Untopiced,Fix staging for CPU tensors in OSS DCP async_save (#145408),torch/distributed/checkpoint/staging.py torch/distributed/checkpoint/state_dict_saver.py,,,,,,
e924ddbef12,mps,not user facing,[BE] [mps] Refactor UnaryConstants to be its own kernel. (#145230),aten/src/ATen/native/mps/UnaryConstants.h aten/src/ATen/native/mps/kernels/UnaryKernel.metal aten/src/ATen/native/mps/operations/UnaryKernel.mm,https://github.com/pytorch/pytorch/pull/145230,dcci,malfet,,,
302b07f166e,inductor,not user facing,Implement deepcopy for AOTICompiledModel (#145423),test/inductor/test_aot_inductor_package.py torch/_inductor/package/package.py,https://github.com/pytorch/pytorch/pull/145423,yushangdi,desertfire,,,
e1407f5aeb6,skip,not user facing,[compiled_autograd] Rename interface to pyinterface (#145495),torch/csrc/autograd/custom_function.h,https://github.com/pytorch/pytorch/pull/145495,zou3519,albanD,xmfan,,
6f07847efe9,inductor,not user facing,Bail on checking internal overlap when dealing with unbacked symints (#145385),aten/src/ATen/MemoryOverlap.cpp test/dynamo/test_misc.py test/test_dynamic_shapes.py torch/_inductor/lowering.py torch/_inductor/sizevars.py,https://github.com/pytorch/pytorch/pull/145385,bobrenjc93,ezyang,,,
42f4fda2ebb,skip,Untopiced,Enable clang-tidy on torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp (#143806),.lintrunner.toml torch/csrc/distributed/c10d/FileStore.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.hpp torch/csrc/distributed/c10d/Types.hpp torch/csrc/distributed/c10d/exception.h torch/csrc/distributed/c10d/init.cpp torch/csrc/distributed/c10d/logging.h torch/csrc/distributed/c10d/reducer.cpp torch/csrc/distributed/c10d/reducer.hpp,https://github.com/pytorch/pytorch/pull/143806,cyyever,kwen2501,,,
dad9bc34610,skip,Untopiced,"Revert ""[CUDA][cuBLAS] Add fp16 accumulate option to cuBLAS/cuBLASLt (#144441)""",aten/src/ATen/Context.cpp aten/src/ATen/Context.h aten/src/ATen/cuda/CUDABlas.cpp docs/source/notes/cuda.rst test/test_cuda.py test/test_matmul_cuda.py torch/_C/__init__.pyi.in torch/backends/cuda/__init__.py torch/csrc/Module.cpp,,,,,,
a8b7cb6a2dd,skip,not user facing,Add multi env variable support to configs (#145288),test/test_utils_config_module.py torch/testing/_internal/fake_config_module2.py torch/utils/_config_module.py,https://github.com/pytorch/pytorch/pull/145288,oulgen,c00w,,,
bf62222d817,skip,Untopiced,"Revert ""[compiled_autograd] Rename interface to pyinterface (#145495)""",torch/csrc/autograd/custom_function.h,,,,,,
0a310d73881,skip,not user facing,[dynamo] Log guard latency (#145132),test/dynamo/test_utils.py torch/_dynamo/guards.py torch/_dynamo/testing.py torch/_dynamo/utils.py,https://github.com/pytorch/pytorch/pull/145132,anijain2305,ezyang,,,
ab082863a16,skip,Untopiced,"Revert ""[compiled autograd] support Tensor Subclasses in AOTBackward (#144115)""",test/inductor/test_compiled_autograd.py torch/_dynamo/compiled_autograd.py torch/_functorch/_aot_autograd/runtime_wrappers.py torch/_functorch/_aot_autograd/subclass_utils.py,,,,,,
3f6cfd01564,skip,Untopiced,"Revert ""[compiled autograd] stop specializing on metadata during initial trace (#143417)""",torch/_dynamo/compiled_autograd.py torch/_dynamo/trace_rules.py torch/csrc/autograd/functions/tensor.cpp torch/csrc/autograd/functions/tensor.h torch/csrc/autograd/init.cpp torch/csrc/dynamo/compiled_autograd.h torch/csrc/dynamo/python_compiled_autograd.cpp,,,,,,
16c4f8c3955,skip,Untopiced,"Revert ""[compiled autograd] Always proxy autograd.Function nodes; handle AOT backwards (#143405)""",test/dynamo/test_backward_higher_order_ops.py test/inductor/test_compiled_autograd.py torch/_dynamo/compiled_autograd.py torch/_dynamo/external_utils.py torch/_functorch/_aot_autograd/runtime_wrappers.py torch/autograd/function.py torch/csrc/autograd/python_function.cpp,,,,,,
9553301ade6,skip,Untopiced,"Revert ""[compiled autograd] Proxy nodes for user-defined C++ torch::autograd::Function (#143387)""",test/inductor/test_compiled_autograd.py torch/_dynamo/compiled_autograd.py torch/csrc/autograd/custom_function.cpp torch/csrc/autograd/custom_function.h torch/csrc/dynamo/compiled_autograd.h torch/csrc/dynamo/python_compiled_autograd.cpp,,,,,,
c3fadacf84f,skip,Untopiced,"Revert ""[compiled autograd] Proxy a node for CopyBackwards into the graph (#143304)""",torch/csrc/autograd/functions/tensor.cpp,,,,,,
6dd82833817,skip,Untopiced,"Revert ""[compiled autograd] Proxy opaque nodes for built-in autograd nodes (#143296)""",aten/src/ATen/TensorGeometry.h build_variables.bzl test/dynamo/test_backward_higher_order_ops.py test/inductor/test_compiled_autograd.py test/inductor/test_distributed_patterns.py tools/autograd/gen_autograd_functions.py torch/_dynamo/compiled_autograd.py torch/csrc/autograd/engine.cpp torch/csrc/autograd/engine.h torch/csrc/autograd/function.h torch/csrc/autograd/function_hook.h torch/csrc/autograd/python_function.cpp torch/csrc/autograd/python_function.h torch/csrc/dynamo/compiled_autograd.cpp torch/csrc/dynamo/compiled_autograd.h torch/csrc/dynamo/python_compiled_autograd.cpp,,,,,,
f8a4f166345,distributed,Untopiced,[c10d] fix memory leak on shutdown (#145507),torch/csrc/distributed/c10d/TCPStoreLibUvBackend.cpp,https://github.com/pytorch/pytorch/pull/145507,c-p-i-o,XilunWu,d4l3k,,
6aaae9d78f0,distributed,Untopiced,Make torchelastic etcd rendezvous publicly importable (#145396),test/test_public_bindings.py torch/distributed/elastic/rendezvous/_etcd_stub.py torch/distributed/elastic/rendezvous/etcd_rendezvous.py torch/distributed/elastic/rendezvous/etcd_rendezvous_backend.py torch/distributed/elastic/rendezvous/etcd_store.py,https://github.com/pytorch/pytorch/pull/145396,H-Huang,albanD,,,
f0e9f87a9b5,skip,not user facing,[BE/mps] Mark input args as `constant` to prevent incorrect usage. (#145535),aten/src/ATen/native/mps/kernels/UnaryKernel.metal,https://github.com/pytorch/pytorch/pull/145535,dcci,jansel,malfet,,
6f60c65a3a4,skip,Untopiced,"Revert ""[dynamo] Log guard latency (#145132)""",test/dynamo/test_utils.py torch/_dynamo/guards.py torch/_dynamo/testing.py torch/_dynamo/utils.py,,,,,,
6a2b4db0a1e,skip,Untopiced,"Revert ""Enable clang-tidy on torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp (#143806)""",.lintrunner.toml torch/csrc/distributed/c10d/FileStore.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.cpp torch/csrc/distributed/c10d/ProcessGroupNCCL.hpp torch/csrc/distributed/c10d/Types.hpp torch/csrc/distributed/c10d/exception.h torch/csrc/distributed/c10d/init.cpp torch/csrc/distributed/c10d/logging.h torch/csrc/distributed/c10d/reducer.cpp torch/csrc/distributed/c10d/reducer.hpp,,,,,,
714f64329ba,skip,Untopiced,"Revert ""Add multi env variable support to configs (#145288)""",test/test_utils_config_module.py torch/testing/_internal/fake_config_module2.py torch/utils/_config_module.py,,,,,,
b963ab5325c,inductor,bug fixes,"[inductor][1/N] triton support post-#5512, main components (#145051)",test/inductor/test_torchinductor.py torch/_inductor/codegen/common.py torch/_inductor/codegen/triton.py torch/_inductor/codegen/triton_combo_kernel.py torch/_inductor/codegen/triton_utils.py torch/_inductor/runtime/hints.py torch/_inductor/runtime/triton_heuristics.py torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/145051,davidberard98,jansel,,,
b2c89bc1151,inductor,bug fixes,"[inductor][2/N] triton support post-#5512, user-defined triton kernels (#145348)",test/inductor/test_triton_kernels.py torch/_higher_order_ops/triton_kernel_wrap.py torch/_inductor/codegen/triton_utils.py torch/_inductor/codegen/wrapper.py torch/_inductor/ir.py,https://github.com/pytorch/pytorch/pull/145348,davidberard98,jansel,,,
54e2f4b2013,python_frontend,improvements,Fix lerp weight type promotion (#141117),aten/src/ATen/native/Lerp.cpp test/test_binary_ufuncs.py torch/_meta_registrations.py,https://github.com/pytorch/pytorch/pull/141117,zeshengzong,janeyx99,,,
cd68d549111,inductor,not user facing,Inductor cache: Revamp how we handle frozen params (#143808),test/inductor/test_codecache.py torch/_inductor/codecache.py torch/_inductor/output_code.py,https://github.com/pytorch/pytorch/pull/143808,masnesral,eellison,leslie-fang-intel,,
47e65077b13,skip,not user facing,OpenReg: Remove REGISTER_GENERATOR_PRIVATEUSE1 (#144841),test/cpp_extensions/open_registration_extension/pytorch_openreg/csrc/OpenRegHooks.cpp,https://github.com/pytorch/pytorch/pull/144841,Zhenbin-8,albanD,,,
d5629889f12,inductor,not user facing,cpp_wrapper: Properly handle scalars when input to tensor arguments (#144910),torch/_inductor/codegen/cpp_wrapper_cpu.py torch/_inductor/codegen/cpp_wrapper_cpu_array_ref.py torch/_inductor/ir.py torch/csrc/inductor/aoti_runtime/scalar_to_tensor.h torch/csrc/inductor/aoti_torch/c/shim.h torch/csrc/inductor/aoti_torch/shim_common.cpp,https://github.com/pytorch/pytorch/pull/144910,benjaminglass1,desertfire,,,
d6bea398ac8,skip,not user facing,Only include RMSNorm.h in layer_norm.cpp for MPS (#145524),aten/src/ATen/native/layer_norm.cpp,https://github.com/pytorch/pytorch/pull/145524,manuelcandales,malfet,,,
386650353ba,linalg_frontend,not user facing,[ARM] Fix bf32 and tf32 precision for tensordot unit test (#141136),test/test_linalg.py,https://github.com/pytorch/pytorch/pull/141136,robert-hardwick,malfet,,,
36fcf98db62,skip,not user facing,"[cutlass backend tests] Manually clear cache, test more tests in fbcode and limit configs in some tests (#145545)",test/inductor/test_cutlass_backend.py,https://github.com/pytorch/pytorch/pull/145545,henrylhtsang,ColinPeppler,coconutruben,,
a40ead1fd6c,inductor,not user facing,Don't fail if fresh_inductor_cache fails to clean up its tmp dir. (#145513),torch/_inductor/utils.py,https://github.com/pytorch/pytorch/pull/145513,masnesral,eellison,,,
